id,province,district,subdistrict,address,property_type,total_units,bedrooms,baths,floor_area,floor_level,land_area,latitude,longitude,nearby_stations,nearby_station_distance,nearby_bus_stops,nearby_supermarkets,nearby_shops,year_built,month_built,facilities,price
11032267,Bangkok,Khlong Toei,Khlong Tan,"778 Sukhumvit Road, Khong Tan",Condo,265.0,1.0,1.0,36,17,315.0,13.7252469866,100.57626533,2,"[['E6 Thong Lo BTS', 220], ['E5 Phrom Phong BTS', 960]]",6.0,17.0,20,2013,December,"['Covered car park', 'CCTV', 'Fitness corner', 'Library', '24 hours security', 'Swimming pool']",6800000
10847864,Nonthaburi,Pak Kret,Ban Mai,Tiwanon Road,Townhouse,195.0,3.0,2.0,110,1,80.0,13.9329640346,100.5346156656,0,Unknown,13.0,5.0,5,2017,December,"['Clubhouse', 'Community Garden', 'CCTV', 'Playground', '24 hours security']",3750000
10961124,Bangkok,Chatuchak,Chom Phon,"2 Soi Ladprao 17, Lardplao road",Condo,339.0,1.0,1.0,34,6,142.0,13.806883,100.572691,2,"[['BL15 Lat Phrao MRT', 120], ['BL16 Ratchadaphisek MRT', 910]]",15.0,9.0,8,2009,June,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Library', 'Lift lobby', '24 hours security', 'Swimming pool']",2790000
10944763,Samut Prakan,Bang Bo,Bang Bo,Bang Bor Temple Road,Detached House,485.0,5.0,4.0,205,1,204.0,13.574702,100.846753,0,Unknown,16.0,4.0,2,2000,April,"['Badminton hall', 'Basketball court', ""Children's Playground"", 'Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', 'Jogging track', 'Playground', '24 hours security', 'Steam bath', 'Tennis courts']",7700000
10976648,Samut Prakan,Bang Bo,Bang Phriang,ปานวิถี,Detached House,634.2,3.0,2.0,170,1,220.0,13.5617875,100.8430156,0,Unknown,18.0,2.0,2,2000,July,"['Covered car park', '24 hours security']",3390000
10567760,Bangkok,Lat Phrao,Chorakhe Bua,4/94 รามอินทรา ซ.14 ( ซอยมัยลาภ ),Townhouse,783.4,3.0,3.0,68,1,68.0,13.8289175,100.6619241,0,Unknown,20.0,15.0,11,2000,April,[],2780000
10945875,Bangkok,Nong Khaem,Nong Khaem,Nong Kham,Detached House,932.5999999999999,3.0,2.0,150,1,212.0,13.6868125,100.3758125,0,Unknown,20.0,3.0,3,2000,October,['24 hours security'],3200000
11023606,Samut Prakan,Mueang Samut Prakan,Bang Duan,Bang Duan,Townhouse,1081.8,2.0,2.0,84,1,84.0,13.6219375,100.5810625,1,"[['E17 Chang Erawan BTS', 920]]",8.0,2.0,2,2000,March,[],1980000
10958867,Nonthaburi,Pak Kret,Khlong Kluea,Chaeng Watthana Road,Condo,1231.0,1.0,1.0,31,11,112.0,13.897264621,100.5523397718,0,Unknown,15.0,6.0,8,2013,January,"['Car Park', 'CCTV', 'Gymnasium room', 'Mini-Mart', '24 hours security', 'Swimming pool']",1690000
11004097,Nonthaburi,Mueang Nonthaburi,Tha Sai,Tha-Sai,Townhouse,1550.5,4.0,3.0,170,1,140.0,13.8761875,100.5376875,0,Unknown,17.0,8.0,5,2000,May,"['Adult Fitness Stations', 'Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Gymnasium room', 'Playground', '24 hours security', 'Swimming pool', 'Utilities Center', 'Wading pool']",4700000
11037847,Nonthaburi,Bang Bua Thong,Bang Rak Phatthana,Janthongeam Road,Condo,1870.0,1.0,1.0,23,5,102.0,13.88957,100.405623,1,"[['PP01 Khlong Bang Phai MRT', 370]]",16.0,9.0,13,2015,December,"['Covered car park', 'Community Garden', 'CCTV', 'Fitness corner', 'Library', '24 hours security', 'Swimming pool']",1200000
11030340,Bangkok,Thung Khru,Thung Khru,Thung Khru,Townhouse,1298.0,4.0,3.0,170,1,64.0,13.6355625,100.5102656,0,Unknown,14.0,12.0,6,2000,July,[],1690000
10928020,Bangkok,Sathon,Thung Maha Mek,599 Naradhiwas Rajanagarindra Road,Condo,726.0,1.0,1.0,37,1,67.0,13.7168912685,100.5334080344,3,"[['B2 Arkan Songkhro BRT', 80], ['B3 Technic Krungthep BRT', 490], ['B1 Sathorn BRT', 550]]",20.0,16.0,15,2019,July,"['Basement car park', 'Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Fitness corner', 'Library', 'Lounge', 'Pavillion', '24 hours security', 'Swimming pool', 'Wading pool']",6000000
10798625,Bangkok,Chatuchak,Sena Nikhom,Prasert-Manukitch Road,Condo,563.0,1.0,1.0,51,8,69.0,13.8415491879,100.5870915926,0,Unknown,20.0,4.0,3,2015,December,['Swimming pool'],3290000
10300495,Bangkok,Bang Khen,Anusawari,พหลโยธิน,Townhouse,482.5,3.0,2.0,109,1,72.0,13.9023034,100.6432195,0,Unknown,18.0,6.0,6,2000,September,"['Covered car park', '24 hours security']",3600000
10939971,Bangkok,Khlong Toei,Khlong Tan,"Sukhumvit 24 Road, Khong Tan",Condo,402.0,1.0,1.0,31,23,89.0,13.7226812532,100.5661111779,2,"[['BL23 Queen Sirikit National Convention Centre MRT', 780], ['E5 Phrom Phong BTS', 890]]",15.0,20.0,20,2016,March,"['Car Park', 'Covered car park', ""Children's Playground"", 'Club', 'Community Garden', 'CCTV', 'Fitness corner', 'Function room', 'Launderette', 'Multi-Storey Car Park', '24 hours security', 'Swimming pool']",7000000
10942262,Bangkok,Phra Khanong,Bang Chak,ถนนสุขุมวิท 64 แขวงบางจาก เขตพระโขนง กทม.,Condo,166.0,2.0,2.0,60,1,107.0,13.686647,100.606345,2,"[['E11 Punnawithi BTS', 340], ['E12 Udom Suk BTS', 780]]",12.0,7.0,15,2014,February,"['Covered car park', 'Clubhouse', 'CCTV', 'Fitness corner', 'Launderette', 'Pavillion', '24 hours security', 'Sky Lounge', 'Swimming pool']",3990000
10785168,Bangkok,Wang Thonglang,Wang Thonglang,Wang Thonglang,Townhouse,855.0,3.0,2.0,72,1,72.0,13.7665664,100.5858786,0,Unknown,7.0,7.0,10,2000,December,[],2800000
10921068,Samut Prakan,Mueang Samut Prakan,Pak Nam,Sukhumvit,Condo,1576.0,2.0,1.0,36,10,86.0,13.6209747963,100.5900846911,1,"[['E17 Chang Erawan BTS', 80]]",19.0,8.0,4,2015,June,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",2500000
10903185,Bangkok,Suan Luang,Suan Luang,Ramkhamhaeng Road,Condo,1003.0,2.0,2.0,47,23,100.0,13.743283,100.603216,1,"[['A5 Ramkhamhaeng Airport Link', 390]]",20.0,9.0,8,2018,January,"['BBQ pits', 'Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Function room', 'Game room', 'Gymnasium room', 'Lift lobby', 'Sauna', '24 hours security', 'Sky Lounge', 'Swimming pool', 'Wading pool']",4470000
8269644,Bangkok,Lat Phrao,Lat Phrao,446 Nakniwat Road,Condo,658.0,1.0,1.0,41,6,114.0,13.8155676363,100.6111603325,0,Unknown,20.0,7.0,15,2015,February,"['Car Park', 'CCTV', 'Eateries', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Mini-Mart', 'Playground', '24 hours security', 'Swimming pool']",2300000
10903048,Bangkok,Huai Khwang,Bang Kapi,Asoke-Dindang Road,Condo,1642.0,1.0,1.0,30,33,128.0,13.749389,100.563926,3,"[['E4 Asok BTS', 40], ['BL21 Phetchaburi MRT', 150], ['A6 Makkasan Airport Link', 330]]",20.0,7.0,20,2018,June,"['Covered car park', 'Clubhouse', 'CCTV', 'Fitness corner', 'Pavillion', '24 hours security', 'Sky Lounge', 'Swimming pool']",4500000
8749952,Bangkok,Huai Khwang,Bang Kapi,888 Chaturathit Road,Condo,1540.0,2.0,2.0,52,19,143.0,13.7532151032,100.5762958105,0,Unknown,20.0,12.0,20,2014,December,"['Covered car park', 'CCTV', 'Fitness corner', 'Mini-Mart', 'Playground', 'Sauna', '24 hours security', 'Swimming pool']",4750000
11028428,Nonthaburi,Bang Bua Thong,Bang Bua Thong,Bang Kruai - Sai Noi Road,Detached House,319.0,3.0,2.0,113,1,157.0,13.9546874834,100.3697991994,0,Unknown,10.0,3.0,1,2017,June,"['Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', 'Playground', '24 hours security', 'Swimming pool']",3790000
10940023,Bangkok,Bang Na,Bang Na,195 Sanphawut Road,Condo,1569.0,1.0,1.0,33,1,171.0,13.673215,100.604476,2,"[['E13 Bang Na BTS', 570], ['E12 Udom Suk BTS', 850]]",15.0,6.0,4,2017,January,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Jogging track', 'Lift lobby', '24 hours security', 'Swimming pool']",3399000
10661079,Bangkok,Huai Khwang,Bang Kapi,Asoke-Dindang Road,Condo,1642.0,2.0,2.0,55,1,199.0,13.749389,100.563926,3,"[['E4 Asok BTS', 40], ['BL21 Phetchaburi MRT', 150], ['A6 Makkasan Airport Link', 330]]",20.0,7.0,20,2018,June,"['Covered car park', 'Clubhouse', 'CCTV', 'Fitness corner', 'Pavillion', '24 hours security', 'Sky Lounge', 'Swimming pool']",8000000
10885324,Bangkok,Huai Khwang,Huai Khwang,411 PrachaUthit road,Condo,597.0,2.0,2.0,32,17,213.0,13.772474,100.580076,1,"[['BL18 Huai Khwang MRT', 930]]",20.0,20.0,20,2011,June,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Sauna', '24 hours security', 'Swimming pool']",2970000
8290605,Bangkok,Phasi Charoen,Bang Wa,218-19 Kallapraphuke Road,Condo,1500.0,1.0,2.0,30,5,227.0,13.7090913172,100.4513138492,1,"[['BL35 Phetkasem 48 MRT', 900]]",20.0,5.0,8,2016,July,"['Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Driving range', 'Fitness corner', 'Mini golf range', 'Mini-Mart', 'Open car park', '24 hours security', 'Steam bath', 'Swimming pool']",1200000
10919597,Bangkok,Watthana,Khlong Tan Nuea,77 Soi Wattana Sukhumvit Road,Condo,586.0,1.0,1.0,34,9,241.0,13.742278,100.559299,3,"[['BL22 Sukhumvit MRT', 440], ['E3 Nana BTS', 500], ['BL21 Phetchaburi MRT', 790]]",20.0,11.0,20,2020,June,"['Car Park', 'CCTV', 'Fitness corner', 'Function room', 'Lounge', 'Multi-purpose hall', '24 hours security', 'Sky Lounge', 'Steam bath', 'Swimming pool']",8500000
10830843,Bangkok,Chatuchak,Sena Nikhom,232/2 Prasert Manukit Road,Condo,200.0,2.0,1.0,35,10,255.0,13.840471,100.577882,2,"[['N13 Kasetsart University BTS', 200], ['N12 Sena Nikhom BTS', 710]]",20.0,8.0,9,2019,February,"['Community Garden', 'CCTV', 'Fitness corner', 'Meeting room', '24 hours security', 'Sky Lounge', 'Steam bath', 'Swimming pool']",4980000
9215113,Bangkok,Ratchathewi,Thanon Phetchaburi,515 Phetchaburi Road,Condo,323.0,1.0,1.0,34,1,269.0,13.752776,100.533843,3,"[['N1 Ratchathewi BTS', 260], ['N2 Phaya Thai BTS', 430], ['A8 Phaya Thai Airport Link', 440]]",19.0,18.0,20,2015,June,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', '24 hours security']",4890000
10390162,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,107 Sukhuvit 107,Condo,438.5,1.0,1.0,23,4,284.0,13.655129,100.607381,1,"[['E14 Bearing BTS', 940]]",18.0,9.0,10,2015,April,['24 hours security'],1500000
7939673,Bangkok,Phra Khanong,Bang Chak,Sukhumvit Road,Condo,554.0,2.0,2.0,51,1,298.0,13.685043,100.611789,2,"[['E12 Udom Suk BTS', 680], ['E11 Punnawithi BTS', 810]]",17.0,14.0,17,2020,March,"['Cafes', ""Children's Playground"", 'Club', 'Community Garden', 'Community Plaza', 'CCTV', 'Eateries', 'Fitness corner', 'Function room', 'Jogging track', 'Meeting room', 'Mini-Mart', 'Sauna', '24 hours security', 'Swimming pool']",9780000
11032225,Bangkok,Thon Buri,Bang Yi Ruea,219 Inthara Phithak Road,Condo,387.0,2.0,1.0,48,21,312.0,13.727017,100.487623,1,"[['S9 Pho Nimit BTS', 900]]",17.0,20.0,14,2016,February,"['Car Park', 'Covered car park', ""Children's Playground"", 'CCTV', 'Electrical Sub-Station', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Multi-purpose hall', '24 hours security', 'Steam bath', 'Swimming pool']",3600000
10854035,Bangkok,Bang Na,Bang Na,105 Sukhumvit,Condo,1113.0,1.0,1.0,30,3,326.0,13.661697,100.606707,2,"[['E14 Bearing BTS', 580], ['E13 Bang Na BTS', 750]]",16.0,8.0,9,2019,March,"['BBQ pits', 'Billiards room', 'Covered car park', 'Clubhouse', 'CCTV', 'Fitness corner', 'Library', 'Lounge', 'Multi-purpose hall', 'Open car park', 'Playground', 'Sauna', '24 hours security', 'Steam bath', 'Swimming pool']",2800000
11024064,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,Samrong Nua,Townhouse,923.0,2.0,2.0,100,1,76.0,13.6256375,100.6274219,0,Unknown,14.0,11.0,15,2000,November,[],2600000
10623378,Bangkok,Chatuchak,Chatuchak,Phaholyothin 21 Road,Condo,828.0,1.0,1.0,43,10,82.0,13.823003,100.565282,3,"[['N10 Phahon Yothin 24 BTS', 50], ['N9 Ha Yaek Lat Phrao BTS', 810], ['N11 Ratchayothin BTS', 840]]",20.0,20.0,20,2012,June,"['Car Park', 'Covered car park', 'CCTV', 'Gymnasium room', 'Lift lobby', '24 hours security', 'Swimming pool']",3500000
11041208,Nonthaburi,Bang Bua Thong,Bang Rak Yai,Bang Rak Yai,Townhouse,923.5,2.0,2.0,88,1,88.0,13.9078875,100.3964219,0,Unknown,19.0,3.0,3,2000,June,[],1690000
11008032,Bangkok,Lat Krabang,Khlong Sam Prawet,Rom Klao Road,Condo,1019.0,1.0,1.0,35,7,76.0,13.7307581,100.7465435,1,"[['A2 Lat Krabang Airport Link', 390]]",18.0,4.0,2,2012,September,"['Car Park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', '24 hours security', 'Swimming pool']",1500000
10402180,Nonthaburi,Mueang Nonthaburi,Bang Khen,1,Townhouse,857.4,3.0,3.0,144,1,64.0,13.8621125,100.5143528,1,"[['PP11 Nonthaburi Civic Center MRT', 290]]",17.0,6.0,12,2000,May,['Covered car park'],2250000
10793205,Nonthaburi,Bang Bua Thong,Bang Bua Thong,Bang Bua Thong,Townhouse,695.8,4.0,3.0,120,1,64.0,13.9371875,100.3940625,0,Unknown,16.0,4.0,6,2000,November,[],1690000
10614127,Samut Prakan,Bang Phli,Bang Phli Yai,Bang Phli Yai,Townhouse,534.2,3.0,2.0,112,1,84.0,13.6335741,100.7548851,0,Unknown,16.0,6.0,1,2000,July,['Covered car park'],2500000
10974284,Samut Prakan,Mueang Samut Prakan,Phraek Sa Mai,Praksa Road,Detached House,372.6,3.0,2.0,168,2,200.0,13.554792144,100.6783343217,0,Unknown,16.0,2.0,2,2000,August,"['Car Park', ""Children's Playground"", '24 hours security']",3190000
11017682,Bangkok,Prawet,Prawet,Sukhaphiban 2 Road,Detached House,211.0,3.0,3.0,245,1,312.0,13.6899088056,100.7045104763,0,Unknown,17.0,3.0,6,2008,August,"[""Children's Playground"", 'Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",8500000
10990953,Bangkok,Pathum Wan,Lumphini,1 Wireless Road,Condo,1344.0,1.0,1.0,28,29,163.0,13.7478198122,100.5490615522,2,"[['E2 Ploen Chit BTS', 520], ['E1 Chit Lom BTS', 790]]",17.0,10.0,20,2020,September,"['Aircon Facilities', 'Community Garden', 'CCTV', 'Fitness corner', 'Function room', 'Library', 'Lounge', 'Pool Deck', 'Roof Terrace', '24 hours security']",5900000
10971570,Nonthaburi,Bang Bua Thong,Bang Rak Phatthana,Bang Rak Pattana,Townhouse,950.5,2.0,2.0,130,1,88.0,13.8929625,100.4146406,1,"[['PP01 Khlong Bang Phai MRT', 700]]",18.0,4.0,3,2000,March,[],1590000
10877930,Bangkok,Huai Khwang,Sam Sen Nok,Soi Ratchadaphisek 18 Pracharat Bumpan Road,Condo,557.0,1.0,1.0,28,5,104.0,13.783881,100.585884,0,Unknown,18.0,13.0,4,2015,March,"['Car Park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', '24 hours security', 'Steam bath', 'Swimming pool']",1490000
10691783,Bangkok,Yan Nawa,Chong Nonsi,1298 Rama 3 Road,Condo,1296.0,2.0,2.0,68,1,120.0,13.6835742743,100.549075297,0,Unknown,18.0,4.0,5,2006,December,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security']",4600000
10613447,Bangkok,Watthana,Khlong Tan Nuea,"199 Soi Sukhumvit 63, Sukhumvit Road",Condo,135.0,1.0,1.0,40,12,136.0,13.7309337501,100.5863846908,0,Unknown,20.0,17.0,20,2008,June,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Lift lobby', '24 hours security', 'Swimming pool']",5500000
7559775,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,Sukhumvit 109 Road,Condo,166.0,1.0,1.0,30,2,152.0,13.654387,100.602328,1,"[['E14 Bearing BTS', 760]]",20.0,13.0,20,2013,August,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', '24 hours security', 'Swimming pool', 'Wading pool']",1199000
10802725,Bangkok,Phasi Charoen,Bang Wa,218-19 Kallapraphuke Road,Condo,1500.0,1.0,1.0,44,2,168.0,13.7090913172,100.4513138492,1,"[['BL35 Phetkasem 48 MRT', 900]]",20.0,5.0,8,2016,July,"['Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Driving range', 'Fitness corner', 'Mini golf range', 'Mini-Mart', 'Open car park', '24 hours security', 'Steam bath', 'Swimming pool']",1850000
10907988,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,ด่านสำโรง50/27,Detached House,1071.3333333333333,4.0,2.0,110,1,184.0,13.6465375,100.6157344,0,Unknown,20.0,10.0,8,2000,November,[],3600000
11030387,Bangkok,Khlong Sam Wa,Sam Wa Tawan Tok,หทัยราษฎร์39,Townhouse,642.6666666666666,3.0,2.0,90,1,92.0,13.8929221,100.7041509,0,Unknown,20.0,1.0,3,2000,September,"['Mini-Mart', 'Playground']",2250000
10357213,Bangkok,Chatuchak,Chom Phon,Soi Ladprao 15 Intersection 7,Condo,214.0,1.0,1.0,26,7,125.0,13.8153879349,100.572302171,0,Unknown,20.0,9.0,8,2019,June,"['Clubhouse', 'CCTV', 'Fitness corner', 'Pool Deck', '24 hours security', 'Swimming pool']",2000000
10959252,Bangkok,Bang Khun Thian,Samae Dam,"45 Soi Thakham, Rama 2 Road",Condo,728.0,1.0,1.0,27,3,158.0,13.661748,100.442478,0,Unknown,12.0,7.0,20,2017,January,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Launderette', 'Lift lobby', 'Mini-Mart', 'Playground', '24 hours security', 'Swimming pool']",1600000
11033650,Bangkok,Watthana,Phra Khanong Nuea,99 Soi Pridi Banomyong 2,Condo,504.0,1.0,1.0,37,14,191.0,13.7135748644,100.6005167374,1,"[['E9 On Nut BTS', 930]]",8.0,16.0,18,2015,December,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Lift lobby', '24 hours security', 'Swimming pool']",3690000
11033778,Samut Prakan,Bang Phli,Bang Phli Yai,Bangna-Trat Road Km.14 Yai,Detached House,399.0,3.0,3.0,224,2,224.0,13.6258613766,100.7242666316,0,Unknown,4.0,2.0,4,2000,October,"['Clubhouse', 'Community Garden', 'Fitness corner', 'Jacuzzi', '24 hours security', 'Swimming pool']",7500000
10699873,Samut Prakan,Bang Phli,Bang Kaeo,Bang Kaeo,Detached House,555.0,5.0,3.0,173,1,300.0,13.6335741,100.7548851,0,Unknown,12.0,6.0,1,2000,July,[],9000000
10892379,Bangkok,Bueng Kum,Khlong Kum,Soi Nawamin 86  Nawamin Road,Condo,711.0,1.0,1.0,30,8,244.0,13.823888,100.658529,0,Unknown,20.0,12.0,11,2013,June,"['Car Park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', '24 hours security', 'Swimming pool']",1230000
10809446,Nonthaburi,Pak Kret,Pak Kret,"Soi Tiwanon - Pakkret 17, Tiwanon Road",Condo,851.0,1.0,1.0,28,6,188.0,13.914101,100.506769,0,Unknown,20.0,2.0,9,2014,July,"['Car Park', 'Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', 'Mini-Mart', 'Sauna', '24 hours security', 'Swimming pool']",1050000
10891897,Nonthaburi,Pak Kret,Khlong Kluea,Chaeng Watthana Road,Condo,1231.0,1.0,1.0,25,5,132.0,13.897264621,100.5523397718,0,Unknown,15.0,6.0,8,2013,January,"['Car Park', 'CCTV', 'Gymnasium room', 'Mini-Mart', '24 hours security', 'Swimming pool']",1690000
10984835,Bangkok,Lat Phrao,Lat Phrao,Lat Phrao,Townhouse,797.5,2.0,2.0,130,1,76.0,13.8350375,100.6191094,0,Unknown,20.0,2.0,4,2000,April,['24 hours security'],3200000
10609995,Bangkok,Sathon,Yan Nawa,Sathorn Nua Road,Condo,364.0,1.0,1.0,42,14,108.0,13.7185513028,100.5268048074,3,"[['S4 Saint Louis BTS', 260], ['B1 Sathorn BRT', 470], ['S5 Surasak BTS', 600]]",20.0,15.0,20,2014,July,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",7600000
11018133,Samut Prakan,Mueang Samut Prakan,Bang Muang,Bang Mueng,Detached House,665.0,3.0,2.0,135,2,140.0,13.5928713195,100.6287427889,0,Unknown,20.0,5.0,5,2000,April,"['Covered car park', 'Clubhouse', 'Playground', '24 hours security', 'Swimming pool', 'Wading pool']",3590000
2240681,Bangkok,Bang Na,Bang Na,Udomsuk Road,Condo,966.0,1.0,1.0,42,4,184.0,13.681377,100.610494,1,"[['E12 Udom Suk BTS', 280]]",20.0,11.0,13,2008,June,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Mini-Mart', '24 hours security', 'Swimming pool']",2300000
10729708,Bangkok,Suan Luang,Suan Luang,Soi Sukhumvit 81,Condo,872.0,2.0,2.0,52,5,228.0,13.7132508241,100.6044100172,1,"[['E9 On Nut BTS', 970]]",20.0,9.0,16,2005,January,"['Covered car park', 'CCTV', '24 hours security']",3100000
10936057,Bangkok,Watthana,Khlong Tan Nuea,"25/1 Soi Sukhumvit 49, Sukhumvit Road",Condo,85.0,1.0,1.0,38,4,272.0,13.730279,100.575962,2,"[['E6 Thong Lo BTS', 730], ['E5 Phrom Phong BTS', 750]]",20.0,18.0,20,2012,June,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Lift lobby', '24 hours security', 'Steam bath', 'Swimming pool']",6500000
10883699,Bangkok,Thon Buri,Bukkhalo,99 Ratchaphruek Road,Condo,268.0,1.0,1.0,47,1,316.0,13.717645,100.483624,3,"[['S9 Pho Nimit BTS', 300], ['B12 Ratchaphruek BRT', 530], ['S10 Talat Phlu BTS', 880]]",20.0,9.0,20,2011,July,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', '24 hours security', 'Swimming pool']",4250000
10861810,Nonthaburi,Pak Kret,Bang Phut,Bang Phut,Townhouse,545.0,3.0,2.0,140,1,360.0,13.9257875,100.5054531,0,Unknown,20.0,4.0,4,2000,January,[],5690000
11011486,Bangkok,Bang Kho Laem,Bang Kho Laem,780 Charoenkrung Road,Condo,822.0,2.0,2.0,100,1,315.0,13.69529,100.494346,1,"[['B11 Rama III Bridge BRT', 720]]",20.0,8.0,4,2006,December,"['Car Park', 'CCTV', 'Game room', 'Library', 'Playground', 'Sauna', '24 hours security', 'Spa pool', 'Squash court', 'Swimming pool', 'Tennis courts']",9500000
11031123,Bangkok,Bang Kho Laem,Bang Khlo,3725-4334 Charoen Rat Road,Condo,885.0,2.0,2.0,60,1,269.0,13.700734717,100.5165440774,0,Unknown,11.0,15.0,10,2017,June,"['Covered car park', ""Children's Playground"", 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Lounge', '24 hours security', 'Swimming pool', 'Wading pool']",6700000
10323418,Nonthaburi,Mueang Nonthaburi,Tha Sai,Sanambinnam Road,Detached House,297.0,4.0,4.0,200,1,224.0,13.880962,100.493088,0,Unknown,19.0,6.0,10,2000,January,"['Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",8990000
10722608,Bangkok,Huai Khwang,Bang Kapi,349 Rama 9,Condo,1410.0,2.0,1.0,69,7,221.0,13.7561628422,100.5831410847,0,Unknown,15.0,4.0,6,2019,November,"['BBQ pits', 'Car Park', 'Club', 'Clubhouse', 'CCTV', 'Fitness corner', 'Function room', 'Gymnasium room', 'Library', 'Lift lobby', 'Mini-Mart', 'Open car park', '24 hours security', 'Sky Lounge', 'Swimming pool', 'Wading pool']",5200000
10611552,Bangkok,Min Buri,Min Buri,Ramkhamhaeng Road,Condo,1007.0,1.0,1.0,25,2,218.0,13.811029,100.733688,0,Unknown,20.0,10.0,13,2021,December,"['Community Garden', 'CCTV', 'Meeting room', '24 hours security', 'Swimming pool']",1990000
10904213,Bangkok,Huai Khwang,Huai Khwang,Rama 9 Road,Condo,1908.0,1.0,1.0,37,22,215.0,13.754565640500001,100.5754331598,0,Unknown,20.0,12.0,20,2013,June,"['Community Garden', 'CCTV', 'Eateries', 'Fitness corner', 'Launderette', 'Mini-Mart', '24 hours security', 'Swimming pool']",3000000
10995164,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,Posaya Non Alley,Condo,339.0,2.0,1.0,51,1,212.0,13.6583141272,100.5998868982,1,"[['E14 Bearing BTS', 360]]",20.0,8.0,20,2020,April,"['Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Fitness corner', 'Function room', 'Gymnasium room', 'Library', 'Lounge', 'Mini-Mart', 'Pavillion', '24 hours security', 'Sky Lounge', 'Swimming pool', 'Wading pool']",4990000
11005787,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,Sukhumvit Road,Condo,1770.0,2.0,1.0,53,25,209.0,13.646183,100.595117,1,"[['E15 Samrong BTS', 60]]",20.0,16.0,20,2017,March,"['Badminton hall', 'Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Lift lobby', 'Mini golf range', 'Multi-purpose hall', '24 hours security', 'Swimming pool']",4900000
11010489,Bangkok,Prawet,Dok Mai,50/363 Chaloem Phrakiat Ro 9 Soi 28 Yaek 14,Condo,576.0,2.0,1.0,58,3,206.0,13.671014,100.673514,0,Unknown,20.0,5.0,6,1993,October,"[""Children's Playground"", 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",1590000
10997390,Bangkok,Chatuchak,Chan Kasem,250 Suzuki Alley,Condo,252.0,1.0,2.0,96,9,203.0,13.833239,100.57881,1,"[['N12 Sena Nikhom BTS', 680]]",20.0,6.0,10,2012,August,"['Covered car park', 'Club', 'CCTV', 'Fitness corner', 'Pavillion', '24 hours security', 'Swimming pool']",4300000
11015859,Samut Prakan,Bang Sao Thong,Sisa Chorakhe Noi,Lad Krabang Road  Soi Lat Krabang 54,Detached House,418.0,3.0,2.0,145,1,200.0,13.713864588,100.7852107919,0,Unknown,7.0,6.0,8,2000,September,"['Community Garden', 'CCTV', '24 hours security', 'Swimming pool']",3900000
